Ort,PLZ,Gemeindename,Kantonskürzel,Einwohner,YB (absolut),YB (relativ),SCB (absolut),SCB (relativ)
Muri b. Bern,3074,Muri bei Bern,BE,6161,83,13.47183899,63,10.22561273
Muriaux,2338,Muriaux,JU,186,0,0,0,0
Murist,1489,Murist,FR,612,0,0,0,0
Mürren,3825,Lauterbrunnen,BE,389,0,0,0,0
Murten,3280,Murten,FR,6326,17,2.687322163,35,5.532722099
Murzelen,3034,Wohlen bei Bern,BE,257,1,3.891050584,7,27.23735409
Müselbach,9602,Kirchberg (SG),SG,3652,0,0,0,0
Müstair,7537,Val Müstair,GR,689,0,0,0,0
Müswangen,6289,Hitzkirch,LU,480,0,0,0,0
Mutrux,1428,Mutrux,VD,344,0,0,0,0
Mutten,7431,Mutten,GR,69,0,0,0,0
Muttenz,4132,Muttenz,BL,17370,0,0,0,0
Muzzano,6933,Muzzano,TI,844,1,1.184834123,0,0
Näfels,8752,Glarus Nord,GL,4336,0,0,0,0
Nänikon,8606,Uster,ZH,2639,0,0,0,0
Nassen,9123,Neckertal,SG,397,0,0,0,0
Nassenwil,8155,Niederhasli,ZH,6384,0,0,0,0
Naters,3904,Naters,VS,8466,0,0,5,0.5905976849
Nax,1973,Mont-Noble,VS,512,0,0,0,0
Naz,1041,Montilliez,VD,302,0,0,0,0
Nebikon,6244,Nebikon,LU,2472,0,0,0,0
Necker,9126,Oberhelfenschwil,SG,342,0,0,0,0
Neerach,8173,Neerach,ZH,3032,0,0,0,0
Neftenbach,8413,Neftenbach,ZH,4526,0,0,0,0
Neggio,6991,Neggio,TI,335,0,0,0,0
Neirivue,1669,Haut-Intyamon,FR,473,0,0,0,0
Némiaz (Chamoson),1955,Chamoson,VS,1986,0,0,0,0
Nennigkofen,4574,Lüsslingen-Nennigkofen,SO,489,2,4.08997955,0,0
Nenzlingen,4224,Nenzlingen,BL,421,0,0,0,0
Neschwil,8484,Weisslingen,ZH,2695,0,0,0,0
Nesselnbach,5524,Niederwil (AG),AG,1892,0,0,0,0
Nesslau,9650,Nesslau,SG,1598,0,0,0,0
Netstal,8754,Glarus,GL,2982,0,0,0,0
Neu St. Johann,9652,Nesslau,SG,658,0,0,1,1.519756839
Neuägeri,6314,Unterägeri,ZG,8008,0,0,1,0.1248751249
Neuchâtel,2000,Neuchâtel,NE,33194,2,0.06025185274,1,0.03012592637
Neudorf,6025,Beromünster,LU,1332,2,1.501501502,0,0
Neuendorf,4623,Neuendorf,SO,2026,0,0,7,3.455083909
Neuenegg,3176,Neuenegg,BE,4881,44,9.0145462,55,11.26818275
Neuenhof,5432,Neuenhof,AG,8414,0,0,1,0.1188495365
Neuenkirch,6206,Neuenkirch,LU,4077,0,0,0,0
Neuhaus SG,8732,Eschenbach (SG),SG,892,0,0,0,0
Neuhausen am Rheinfall,8212,Neuhausen am Rheinfall,SH,10362,0,0,0,0
Neuheim,6345,Neuheim,ZG,1925,0,0,0,0
Neukirch (Egnach),9315,Egnach,TG,1656,0,0,0,0
Neukirch an der Thur,9217,Kradolf-Schönenberg,TG,488,0,0,0,0
Neunkirch,8213,Neunkirch,SH,2023,0,0,0,0
Neuwilen,8566,Kemmental,TG,489,0,0,0,0
Neyruz FR,1740,Neyruz (FR),FR,2387,0,0,1,0.4189359028
Neyruz-sur-Moudon,1515,Montanaire,VD,157,0,0,2,12.7388535
Nidau,2560,Nidau,BE,6766,17,2.512562814,2,0.2955956252
Nidfurn,8772,Glarus Süd,GL,282,0,0,0,0
Niederbipp,4704,Niederbipp,BE,4371,7,1.601464196,24,5.490734386
Niederbuchsiten,4626,Niederbuchsiten,SO,981,2,2.038735984,2,2.038735984
Niederbüren,9246,Niederbüren,SG,1499,0,0,0,0
Niederdorf,4435,Niederdorf,BL,1730,0,0,1,0.5780346821
Niedergampel,3945,Gampel-Bratsch,VS,1394,0,0,1,0.7173601148
Niedergesteln,3942,Niedergesteln,VS,1543,0,0,0,0
Niederglatt SG,9240,Oberuzwil,SG,4421,0,0,0,0
Niederglatt ZH,8172,Niederglatt,ZH,4657,0,0,1,0.2147305132
Niedergösgen,5013,Niedergösgen,SO,3766,0,0,6,1.593202337
Niederhasli,8155,Niederhasli,ZH,6384,0,0,0,0
Niederhelfenschwil,9527,Niederhelfenschwil,SG,1237,0,0,0,0
Niederhünigen,3504,Niederhünigen,BE,611,4,6.546644845,1,1.636661211
Niederlenz,5702,Niederlenz,AG,4385,0,0,3,0.6841505131
Niedermuhlern,3087,Niedermuhlern,BE,471,5,10.61571125,12,25.47770701
Niederneunforn,8525,Neunforn,TG,365,0,0,0,0
Niederönz,3362,Niederönz,BE,1548,5,3.22997416,4,2.583979328
Niederösch,3424,Ersigen,BE,234,0,0,1,4.273504274
Niederrickenbach,6383,Oberdorf (NW),NW,1601,0,0,0,0
Niederried b. Interlaken,3853,Niederried bei Interlaken,BE,340,1,2.941176471,1,2.941176471
Niederried b. Kallnach,3283,Kallnach,BE,1654,8,4.836759371,20,12.09189843
Niederrohrdorf,5443,Niederrohrdorf,AG,3645,0,0,2,0.548696845
Niederscherli,3145,Köniz,BE,3075,30,9.756097561,34,11.05691057
Niederstetten,9249,Uzwil,SG,641,0,0,0,0
Niederstocken,3632,Stocken-Höfen,BE,267,0,0,1,3.745318352
Niederteufen,9052,Teufen (AR),AR,1621,0,0,0,0
Niederurnen,8867,Glarus Nord,GL,3510,0,0,3,0.8547008547
Niederuzwil,9244,Uzwil,SG,5786,0,0,0,0
Niederwald,3989,Niederwald,VS,22,0,0,0,0
Niederwangen b. Bern,3172,Köniz,BE,2589,52,20.08497489,40,15.44998069
Niederweningen,8166,Niederweningen,ZH,2787,0,0,0,0
Niederwil AG,5524,Niederwil (AG),AG,1892,0,0,0,0
Niederwil SG,9203,Oberbüren,SG,1350,0,0,0,0
Niederwil SO,4523,Riedholz,SO,367,0,0,0,0
Nierlet-les-Bois,1772,Ponthaux,FR,1886,0,0,1,0.5302226935
Niouc,3960,Anniviers,VS,13306,0,0,1,0.07515406583
Niva (Vallemaggia),6683,Campo (Vallemaggia),TI,61,0,0,0,0
Nivo,6746,Faido,TI,345,0,0,0,0
Nods,2518,Nods,BE,738,0,0,1,1.35501355
Noës,3976,Sierre,VS,878,0,0,0,0
Noflen BE,3116,Noflen,BE,868,9,10.36866359,7,8.064516129
Nohl,8212,Laufen-Uhwiesen,ZH,10362,0,0,0,0
Noiraigue,2103,Val-de-Travers,NE,448,0,0,0,0
Noréaz,1757,Noréaz,FR,611,0,0,0,0
Nottwil,6207,Nottwil,LU,3432,0,0,0,0
Novaggio,6986,Novaggio,TI,814,0,0,0,0
Novalles,1431,Novalles,VD,131,0,0,0,0
Novazzano,6883,Novazzano,TI,2402,0,0,0,0
Noville,1845,Noville,VD,912,0,0,0,0
Nufenen,7437,Nufenen,GR,156,0,0,0,0
Nuglar,4412,Nuglar-St. Pantaleon,SO,1102,0,0,0,0
Nunningen,4208,Nunningen,SO,1837,0,0,0,0
Nürensdorf,8309,Nürensdorf,ZH,5328,2,0.3753753754,1,0.1876876877
Nussbaumen AG,5415,Obersiggenthal,AG,5932,1,0.1685772084,1,0.1685772084
Nussbaumen TG,8537,Hüttwilen,TG,516,0,0,0,0
Nusshof,4453,Nusshof,BL,248,0,0,0,0
Nuvilly,1485,Nuvilly,FR,394,0,0,0,0
Nyon,1260,Nyon,VD,19502,1,0.05127679212,1,0.05127679212
Obbürgen,6363,Stansstad,NW,306,0,0,0,0
Oberaach,8587,Amriswil,TG,959,0,0,0,0
Oberägeri,6315,Oberägeri,ZG,4320,1,0.2314814815,0,0
Oberarth,6414,Arth,SZ,1877,0,0,0,0
Oberbalm,3096,Oberbalm,BE,879,7,7.963594994,20,22.75312856
Oberbalmberg,4524,Balm bei Günsberg,SO,1135,2,1.762114537,3,2.643171806
Oberbipp,4538,Oberbipp,BE,1642,3,1.827040195,13,7.917174178
Oberbuchsiten,4625,Oberbuchsiten,SO,2054,1,0.4868549172,1,0.4868549172
Oberbüren,9245,Oberbüren,SG,2282,0,0,0,0
Oberburg,3414,Oberburg,BE,2937,20,6.809669731,22,7.490636704
Oberbussnang,9565,Bussnang,TG,447,0,0,0,0
Oberbütschel,3088,Rüeggisberg,BE,710,4,5.633802817,11,15.49295775
Oberdiessbach,3672,Oberdiessbach,BE,2793,31,11.09917651,24,8.592910849
Oberdorf BL,4436,Oberdorf (BL),BL,2341,0,0,5,2.135839385
Oberdorf NW,6370,Oberdorf (NW),NW,8175,0,0,0,0
Oberdorf SO,4515,Oberdorf (SO),SO,1639,0,0,0,0
Oberegg,9413,Oberegg,AI,1711,0,0,0,0
Oberegg,9413,Oberegg,AI,1711,0,0,0,0
Oberembrach,8425,Oberembrach,ZH,1094,0,0,0,0
Oberems,3948,Oberems,VS,86,0,0,0,0
Oberengstringen,8102,Oberengstringen,ZH,6464,0,0,1,0.1547029703
Oberentfelden,5036,Oberentfelden,AG,7721,1,0.129516902,2,0.2590338039
Oberflachs,5108,Schinznach,AG,486,0,0,1,2.057613169
Oberfrittenbach,3551,Langnau im Emmental,BE,354,0,0,0,0
Obergerlafingen,4564,Obergerlafingen,SO,1130,2,1.769911504,11,9.734513274
Obergesteln,3988,Obergoms,VS,208,0,0,0,0
Oberglatt ZH,8154,Oberglatt,ZH,6474,0,0,0,0
Obergoldbach,3434,Landiswil,BE,386,2,5.18134715,1,2.590673575
Obergösgen,4653,Obergösgen,SO,2151,0,0,0,0
Oberhallau,8216,Oberhallau,SH,433,0,0,0,0
Oberhasli,8156,Niederhasli,ZH,2173,0,0,0,0
Oberhelfenschwil,9621,Oberhelfenschwil,SG,977,0,0,0,0
Oberhof,5062,Oberhof,AG,588,0,0,1,1.700680272
Oberhofen AG,5273,Mettauertal,AG,264,0,0,0,0
Oberhofen am Thunersee,3653,Oberhofen am Thunersee,BE,2389,5,2.09292591,10,4.185851821
Oberhofen TG,8574,Lengwil,TG,434,0,0,1,2.304147465
Oberhünigen,3504,Oberhünigen,BE,611,4,6.546644845,1,1.636661211
Oberiberg,8843,Oberiberg,SZ,858,0,0,0,0
Oberkirch LU,6208,Oberkirch,LU,3892,1,0.2569373073,1,0.2569373073
Oberkulm,5727,Oberkulm,AG,2551,0,0,1,0.392003136
Oberlunkhofen,8917,Oberlunkhofen,AG,1954,0,0,0,0
Obermumpf,4324,Obermumpf,AG,1004,0,0,1,0.9960159363
Obermutten,7431,Mutten,GR,69,0,0,0,0
Obernau,6012,Kriens,LU,3551,0,0,0,0
Oberneunforn,8526,Neunforn,TG,512,0,0,0,0
Oberönz,3363,Herzogenbuchsee,BE,1063,0,0,3,2.822201317
Oberösch,3424,Ersigen,BE,234,0,0,1,4.273504274
Oberramsern,4588,Messen,SO,212,3,14.1509434,4,18.86792453
Oberrickenbach,6387,Wolfenschiessen,NW,238,0,0,0,0
Oberried am Brienzersee,3854,Oberried am Brienzersee,BE,463,0,0,0,0
Oberried FR,1724,Le Mouret,FR,1379,0,0,1,0.7251631617
Oberrieden,8942,Oberrieden,ZH,4975,0,0,0,0
Oberriet SG,9463,Oberriet (SG),SG,4785,0,0,0,0
Oberrindal,9604,Jonschwil,SG,767,0,0,0,0
Oberrohrdorf,5452,Oberrohrdorf,AG,3981,0,0,0,0
Oberrüti,5647,Oberrüti,AG,1413,0,0,0,0
Obersaxen,7134,Obersaxen-Mundaun,GR,324,0,0,0,0
Oberschan,9479,Wartau,SG,708,0,0,0,0
Oberschrot,1716,Oberschrot,FR,1328,1,0.7530120482,1,0.7530120482
Oberstammheim,8477,Oberstammheim,ZH,1151,0,0,0,0
Obersteckholz,4924,Obersteckholz,BE,424,4,9.433962264,0,0
Oberstetten,9249,Uzwil,SG,641,0,0,0,0
Oberstocken,3632,Stocken-Höfen,BE,267,0,0,1,3.745318352
Oberterzen,8884,Quarten,SG,335,0,0,0,0
Oberthal,3531,Oberthal,BE,751,1,1.331557923,0,0
Oberurnen,8868,Glarus Nord,GL,1938,0,0,0,0
Oberuzwil,9242,Oberuzwil,SG,4828,0,0,0,0
Oberwald,3999,Obergoms,VS,234,0,0,0,0
Oberwangen b. Bern,3173,Köniz,BE,1447,14,9.675190048,11,7.601935038
Oberwangen TG,8374,Fischingen,TG,1323,0,0,0,0
Oberweningen,8165,Oberweningen,ZH,1362,0,0,0,0
Oberwil (Dägerlen),8471,Dägerlen,ZH,346,0,0,0,0
Oberwil b. Büren,3298,Oberwil bei Büren,BE,821,4,4.872107186,9,10.96224117
Oberwil b. Zug,6317,Zug,ZG,2355,0,0,0,0
Oberwil BL,4104,Oberwil (BL),BL,10775,1,0.09280742459,0,0
Oberwil im Simmental,3765,Oberwil im Simmental,BE,813,0,0,1,1.2300123
Oberwil-Lieli,8966,Oberwil-Lieli,AG,2193,0,0,1,0.455996352
Obfelden,8912,Obfelden,ZH,4867,4,0.8218615163,0,0
Obstalden,8758,Glarus Nord,GL,485,0,0,0,0
Ochlenberg,3367,Ochlenberg,BE,1046,5,4.780114723,4,3.824091778
Ocourt,2889,Clos du Doubs,JU,97,0,0,0,0
Odogno,6960,Capriasca,TI,#N/A,0,#N/A,0,#N/A
Oekingen,4566,Oekingen,SO,1270,6,4.724409449,2,1.57480315
Oensingen,4702,Oensingen,SO,5847,7,1.197195143,12,2.052334531
Oerlingen,8461,Kleinandelfingen,ZH,401,0,0,0,0
Oeschenbach,4943,Oeschenbach,BE,237,0,0,2,8.438818565
Oeschgen,5072,Oeschgen,AG,914,0,0,0,0
Oeschseite,3776,Zweisimmen,BE,177,0,0,0,0
Oetwil am See,8618,Oetwil am See,ZH,4590,0,0,0,0
Oetwil an der Limmat,8955,Oetwil an der Limmat,ZH,2300,0,0,0,0
Oey,3753,Diemtigen,BE,694,4,5.763688761,5,7.204610951
Oftringen,4665,Oftringen,AG,13122,2,0.1524157903,6,0.4572473708
Ogens,1045,Ogens,VD,262,0,0,0,0
Oggio,6955,Capriasca,TI,437,0,0,0,0
Oggio,6955,Capriasca,TI,437,0,0,0,0
Ohmstal,6143,Schötz,LU,307,0,0,0,0
Oleyres,1580,Avenches,VD,3193,2,0.6263701848,3,0.9395552772
Olivone,6718,Blenio,TI,392,0,0,0,0
Ollon VD,1867,Ollon,VD,3590,0,0,1,0.278551532
Ollon VS,3971,Chermignon,VS,1333,0,0,0,0
Olsberg,4305,Olsberg,AG,360,0,0,0,0
Olten,4600,Olten,SO,17280,6,0.3472222222,12,0.6944444444
Oltingen,4494,Oltingen,BL,472,0,0,0,0
Onex,1213,Onex,GE,14956,0,0,0,0
Onnens FR,1756,La Brillaz,FR,617,0,0,0,0
Onnens VD,1425,Onnens (VD),VD,507,0,0,0,0
Opfershofen TG,8584,Bürglen (TG),TG,294,0,0,0,0
Opfertshofen SH,8236,Thayngen,SH,359,0,0,0,0
Opfikon,8152,Opfikon,ZH,8297,1,0.1205254911,4,0.4821019646
Oppens,1047,Oppens,VD,177,0,0,0,0
Oppikon,9565,Bussnang,TG,447,0,0,0,0
Oppligen,3629,Oppligen,BE,900,18,20,2,2.222222222
Orbe,1350,Orbe,VD,6664,0,0,3,0.450180072
Orges,1430,Orges,VD,262,0,0,0,0
Orient,1341,Le Chenit,VD,758,0,0,0,0
Origlio,6945,Origlio,TI,1435,0,0,0,0
Ormalingen,4466,Ormalingen,BL,1994,0,0,0,0
Ormône (Savièse),1965,Savièse,VS,568,0,0,0,0
Orny,1317,Orny,VD,366,0,0,0,0
Oron-la-Ville,1610,Oron,VD,1748,0,0,0,0
Oron-le-Châtel,1608,Oron,VD,342,0,0,0,0
Orpund,2552,Orpund,BE,2655,8,3.013182674,3,1.129943503
Orselina,6644,Orselina,TI,762,0,0,0,0
Orsières,1937,Orsières,VS,2491,0,0,0,0
Orsonnens,1694,Villorsonnens,FR,292,1,3.424657534,0,0
Ortschwaben,3042,Meikirch,BE,722,9,12.46537396,12,16.62049861
Orvin,2534,Orvin,BE,1046,0,0,1,0.9560229446
Orzens,1413,Orzens,VD,198,0,0,0,0
Oschwand,3476,Ochlenberg,BE,350,0,0,0,0
Osco,6763,Faido,TI,182,0,0,0,0
Osogna,6703,Osogna,TI,1044,0,0,0,0
Ospizio Bernina,7710,Poschiavo,GR,17,0,0,0,0
Ossingen,8475,Ossingen,ZH,1357,0,0,0,0
Osterfingen,8218,Wilchingen,SH,335,0,0,0,0
Ostermundigen,3072,Ostermundigen,BE,16185,249,15.38461538,249,15.38461538
Otelfingen,8112,Otelfingen,ZH,2749,1,0.3637686431,0,0
Othmarsingen,5504,Othmarsingen,AG,2597,0,0,7,2.69541779
Ottenbach,8913,Ottenbach,ZH,2483,0,0,0,0
Ottikon (Gossau ZH),8626,Gossau (ZH),ZH,1223,0,0,0,0
Ottikon b. Kemptthal,8307,Illnau-Effretikon,ZH,10906,0,0,0,0
Ottoberg,8561,Märstetten,TG,646,0,0,0,0
Oulens-sous-Echallens,1377,Oulens-sous-Echallens,VD,544,0,0,0,0
Oulens-sur-Lucens,1522,Lucens,VD,3101,0,0,0,0
Ovronnaz,1911,Leytron,VS,432,0,0,0,0
Pagig,7028,Arosa,GR,173,0,0,0,0
Pailly,1416,Pailly,VD,508,0,0,0,0
Palagnedra,6657,Centovalli,TI,141,0,0,0,0
Palasuit (Liddes),1945,Liddes,VS,669,0,0,0,0
Palézieux,1607,Oron,VD,778,0,0,0,0
Palézieux-Village,1607,Oron,VD,778,0,0,0,0
Pambio-Noranco,6915,Lugano,TI,612,0,0,0,0
Pampigny,1142,Pampigny,VD,1108,0,0,0,0
Panex,1867,Ollon,VD,3590,0,0,1,0.278551532
Pany,7243,Luzein,GR,701,0,0,0,0
Paradiso,6900,Paradiso,TI,36896,0,0,0,0
Parpan,7076,Churwalden,GR,320,0,0,0,0
Parsonz,7464,Surses,GR,117,0,0,0,0
Paspels,7417,Domleschg,GR,539,0,0,0,0
Passugg,7062,Churwalden,GR,132,0,0,0,0
Paudex,1094,Paudex,VD,1424,0,0,0,0
Payerne,1530,Payerne,VD,8974,2,0.2228660575,25,2.785825719
Pazzallo,6912,Lugano,TI,1666,0,0,0,0
Peccia,6695,Lavizzara,TI,33,0,0,0,0
Pedrinate,6832,Chiasso,TI,510,0,0,0,0
Peiden,7110,Lumnezia,GR,13,0,0,0,0
Peist,7029,Arosa,GR,185,0,0,0,0
Peney-le-Jorat,1059,Jorat-Menthue,VD,378,0,0,0,0
Pensier,1783,Barberêche,FR,406,0,0,0,0
Penthalaz,1305,Penthalaz,VD,3031,0,0,0,0
Penthaz,1303,Penthaz,VD,1676,0,0,0,0
Penthéréaz,1375,Penthéréaz,VD,378,0,0,0,0
Perlen,6035,Buchrain,LU,501,0,0,0,0
Perly,1258,Perly-Certoux,GE,3059,0,0,0,0
Perrefitte,2742,Perrefitte,BE,456,0,0,2,4.385964912
Perroy,1166,Perroy,VD,1407,0,0,0,0
Personico,6744,Personico,TI,334,0,0,0,0
Péry,2603,Péry-La Heutte,BE,1367,0,0,6,4.389173372
Peseux,2034,Peseux,NE,5771,0,0,0,0
Petit Vichères (Liddes),1945,Liddes,VS,669,0,0,0,0
Petit-Lancy,1213,Lancy,GE,14956,0,0,0,0
Petit-Martel,2316,Les Ponts-de-Martel,NE,1195,0,0,0,0
Peyres-Possens,1063,Montanaire,VD,417,0,0,0,0
Pfäfers,7312,Pfäfers,SG,541,0,0,0,0
Pfäfers,7312,Pfäfers,SG,541,0,0,0,0
Pfaffhausen,8118,Fällanden,ZH,1861,0,0,0,0
Pfäffikon SZ,8808,Freienbach,SZ,7017,0,0,3,0.4275331338
Pfäffikon ZH,8330,Pfäffikon,ZH,10461,0,0,1,0.09559315553
Pfaffnau,6264,Pfaffnau,LU,1419,0,0,1,0.704721635
Pfeffikon LU,5735,Rickenbach (LU),LU,732,0,0,0,0
Pfeffingen,4148,Pfeffingen,BL,2270,0,0,0,0
Pfungen,8422,Pfungen,ZH,3535,1,0.2828854314,0,0
Pfyn,8505,Pfyn,TG,1572,1,0.6361323155,0,0
Piandera Paese,6959,Lugano,TI,37,0,0,0,0
Piandera Paese,6959,Lugano,TI,37,0,0,0,0
Pianezzo,6582,Pianezzo,TI,589,0,0,0,0
Piano di Peccia,6695,Lavizzara,TI,33,0,0,0,0
Piazzogna,6579,Gambarogno,TI,596,0,0,0,0
Pierrafortscha,1723,Pierrafortscha,FR,7919,4,0.5051142821,0,0
Pieterlen,2542,Pieterlen,BE,3917,7,1.78708195,6,1.531784529
Pignia,7443,Andeer,GR,88,0,0,0,0
Pigniu,7156,Ilanz/Glion,GR,433,0,0,0,0
Piotta,6776,Quinto,TI,236,0,0,0,0
Pitasch,7111,Ilanz/Glion,GR,78,0,0,0,0
Pizy,1174,Aubonne,VD,504,0,0,0,0
Plaffeien,1716,Plaffeien,FR,1328,1,0.7530120482,1,0.7530120482
Plagne,2536,Sauge,BE,423,0,0,0,0
Plan-les-Ouates,1228,Plan-les-Ouates,GE,10261,0,0,0,0
Plasselb,1737,Plasselb,FR,1043,0,0,1,0.9587727709
Platta,7185,Medel (Lucmagn),GR,104,0,0,0,0
Plaun da Lej,7517,Sils im Engadin/Segl,GR,8,0,0,0,0
Pleigne,2807,Pleigne,JU,349,0,0,0,0
Pleujouse,2953,La Baroche,JU,158,0,0,0,0
Plons,8889,Mels,SG,574,0,0,0,0
Pohlern,3638,Pohlern,BE,1163,5,4.299226139,4,3.439380911
Poliez-le-Grand,1041,Montilliez,VD,302,0,0,0,0
Poliez-Pittet,1041,Poliez-Pittet,VD,302,0,0,0,0
Pollegio,6742,Pollegio,TI,762,0,0,0,0
Pompaples,1318,Pompaples,VD,811,0,0,0,0
Pomy,1405,Pomy,VD,710,0,0,0,0
Pont (Veveyse),1699,Le Flon,FR,538,0,0,0,0
Pont-de-la-Morge (Sion),1962,Sion,VS,789,0,0,0,0
Pont-la-Ville,1649,Pont-la-Ville,FR,605,0,0,0,0
Ponte Capriasca,6946,Ponte Capriasca,TI,1804,0,0,0,0
Ponte Capriasca,6946,Ponte Capriasca,TI,1804,0,0,0,0
Ponte Cremenaga,6996,Monteggio,TI,293,0,0,0,0
Ponte Tresa,6988,Ponte Tresa,TI,806,0,0,0,0
Pontenet,2733,Valbirse,BE,217,0,0,0,0
Ponthaux,1772,Ponthaux,FR,1886,0,0,1,0.5302226935
Ponto Valentino,6724,Acquarossa,TI,303,0,0,0,0
Pontresina,7504,Pontresina,GR,2115,0,0,0,0
Porrentruy,2900,Porrentruy,JU,6780,1,0.1474926254,0,0
Porsel,1699,Le Flon,FR,538,0,0,0,0
Porsel,1699,Le Flon,FR,538,0,0,0,0
Port,2562,Port,BE,3382,3,0.8870490834,2,0.5913660556
Portalban,1568,Delley-Portalban,FR,625,0,0,1,1.6
Portein,7423,Cazis,GR,130,0,0,0,0
Porto Ronco,6613,Ronco sopra Ascona,TI,202,0,0,0,0
Porza,6948,Porza,TI,1595,0,0,0,0
Posat,1726,Gibloux,FR,1604,0,0,0,0
Poschiavo,7742,Poschiavo,GR,1753,0,0,0,0
Posieux,1725,Hauterive (FR),FR,1381,2,1.448225923,0,0
Praden,7063,Tschiertschen-Praden,GR,103,0,0,0,0
Pragg-Jenaz,7231,Jenaz,GR,411,0,0,0,0
Prahins,1408,Donneloye,VD,126,0,0,0,0
Prangins,1197,Prangins,VD,3968,0,0,0,0
Praratoud,1528,Surpierre,FR,280,0,0,0,0
Prato (Leventina),6773,Prato (Leventina),TI,64,0,0,0,0
Prato-Sornico,6694,Lavizzara,TI,126,0,0,0,0
Pratteln,4133,Pratteln,BL,15323,0,0,3,0.1957841154
Pratval,7415,Domleschg,GR,305,0,0,0,0
Pravidondaz (Salins),1991,Sion,VS,457,0,0,0,0
Präz,7424,Cazis,GR,154,0,0,0,0
Praz (Vully),1788,Mont-Vully,FR,367,0,0,0,0
Praz-de-Fort,1943,Orsières,VS,241,0,0,0,0
Preda,7482,Bergün/Bravuogn,GR,393,0,0,0,0
Pregassona,6963,Lugano,TI,6161,0,0,0,0
Prêles,2515,Plateau de Diesse,BE,911,0,0,1,1.097694841
Premier,1324,Premier,VD,191,0,0,0,0
Preonzo,6523,Preonzo,TI,618,0,0,0,0
Presinge,1243,Presinge,GE,639,0,0,0,0
Préverenges,1028,Préverenges,VD,5176,0,0,0,0
Prévondavaux,1410,Prévondavaux,FR,771,0,0,0,0
Prévonloup,1682,Prévonloup,VD,150,0,0,0,0
Prez-vers-Noréaz,1746,Prez-vers-Noréaz,FR,968,0,0,0,0
Prez-vers-Siviriez,1677,Siviriez,FR,312,0,0,0,0
Prilly,1008,Prilly,VD,11829,0,0,0,0
Pringy,1663,Gruyères,FR,113,1,8.849557522,0,0
Produit (Leytron),1912,Leytron,VS,2013,0,0,0,0
Progens,1624,La Verrerie,FR,190,0,0,0,0
Progens,1624,Semsales,FR,190,0,0,0,0
Promasens,1673,Rue,FR,533,0,0,0,0
Promontogno,7606,Bregaglia,GR,298,0,0,0,0
Prosito,6526,Lodrino,TI,523,0,0,0,0
Provence,1428,Provence,VD,344,0,0,0,0
Prugiasco,6723,Acquarossa,TI,81,0,0,0,0
Prugiasco,6723,Acquarossa,TI,81,0,0,0,0
Pugerna,6823,Arogno,TI,68,0,0,0,0
Puidoux,1070,Puidoux,VD,2816,0,0,0,0
Pully,1009,Pully,VD,17324,0,0,0,0
Puplinge,1241,Puplinge,GE,2049,0,0,0,0
Pura,6984,Pura,TI,1419,0,0,0,0
Purasca,6989,Croglio,TI,284,0,0,0,0
Pusserein,7228,Schiers,GR,51,0,0,0,0
Putz,7224,Luzein,GR,72,0,0,0,0
Quarten,8883,Quarten,SG,342,0,0,0,0
Quartino,6572,Gambarogno,TI,919,0,0,0,0
Quinten,8878,Quarten,SG,75,0,0,0,0
Quinto,6777,Quinto,TI,225,0,0,0,0
Rabius,7172,Sumvitg,GR,509,0,0,0,0
Radelfingen b. Aarberg,3271,Radelfingen,BE,424,7,16.50943396,5,11.79245283
Rafz,8197,Rafz,ZH,4175,0,0,1,0.2395209581
Rain,6026,Rain,LU,2515,0,0,1,0.3976143141
Ramersberg,6060,Sarnen,OW,6198,1,0.1613423685,4,0.645369474
Rämismühle,8487,Zell (ZH),ZH,886,0,0,0,0
Ramiswil,4719,Mümliswil-Ramiswil,SO,339,0,0,2,5.899705015
Ramlinsburg,4433,Ramlinsburg,BL,687,0,0,0,0
Ramosch,7556,Valsot,GR,356,0,0,0,0
Ramosch,7556,Valsot,GR,356,0,0,0,0
Ramsei,3435,Lützelflüh,BE,241,0,0,2,8.298755187
Ramsen,8262,Ramsen,SH,1375,0,0,0,0
Rancate,6862,Mendrisio,TI,1653,0,0,0,0
Rances,1439,Rances,VD,426,0,0,0,0
Randa,3928,Randa,VS,445,0,0,0,0
Randogne,3975,Randogne,VS,3611,0,0,0,0
Ranflüh,3439,Lützelflüh,BE,280,1,3.571428571,0,0
Ranzo,6577,Gambarogno,TI,114,0,0,0,0
Raperswilen,8558,Raperswilen,TG,396,0,0,0,0
Rapperswil BE,3255,Rapperswil (BE),BE,1163,12,10.31814273,14,12.03783319
Rapperswil SG,8640,Rapperswil-Jona,SG,7757,0,0,0,0
Raron,3942,Raron,VS,1543,0,0,0,0
Rasa,6655,Centovalli,TI,390,0,0,1,2.564102564
Ravoire,1928,Martigny-Combe,VS,607,0,0,0,0
Realp,6491,Realp,UR,148,0,0,0,0
Realta,7408,Cazis,GR,1043,0,0,0,0
Rebeuvelier,2832,Rebeuvelier,JU,377,0,0,0,0
Rebévelier,2717,Rebévelier,BE,29,0,0,0,0
Rebstein,9445,Rebstein,SG,4425,0,0,0,0
Recherswil,4565,Recherswil,SO,1759,8,4.548038658,5,2.842524161
Rechthalten,1718,Rechthalten,FR,1083,0,0,2,1.846722068
Réchy,3966,Chalais,VS,1254,0,0,0,0
Reckingen VS,3998,Reckingen-Gluringen,VS,342,0,0,0,0
